index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
577373,1099,1,01/12/2014,1236,1,1,0,0,12140
190561,791,1,11/05/2015,858,1,0,0,0,6877
92512,1014,2,24/03/2015,1476,1,0,0,0,10943
565163,487,2,04/11/2014,737,1,1,0,0,6872
500246,427,3,13/02/2013,701,1,0,0,1,5895
223708,254,5,14/11/2014,282,1,1,0,0,3189
555732,43,5,31/01/2014,710,1,0,0,0,5969
654150,1074,2,09/06/2015,421,1,0,0,0,3877
558350,549,6,29/06/2013,380,1,0,0,0,3552
52167,1095,2,08/01/2013,720,1,1,0,0,6917
296981,295,1,28/10/2013,612,1,0,0,1,5281
332143,319,1,14/10/2013,863,1,0,0,1,6794
426553,1002,4,10/04/2014,642,1,0,0,0,5157
481847,448,6,06/12/2014,544,1,0,0,0,5178
100496,527,2,03/09/2013,1046,1,0,0,1,8066
706377,255,5,12/04/2013,652,1,1,0,0,6618
599169,581,5,04/07/2014,651,1,1,0,0,6617
55294,185,6,05/01/2013,550,1,0,0,0,5395
218737,244,6,22/11/2014,538,1,0,0,0,5063
266706,1082,6,05/01/2013,877,1,0,0,0,7156
441953,216,5,20/03/2015,837,1,1,0,0,7746
127184,350,4,05/03/2015,508,1,1,0,0,5479
312223,748,1,31/03/2014,822,1,1,0,0,8979
583377,718,1,08/12/2014,962,1,0,0,0,7795
523743,739,5,21/02/2014,789,1,1,0,0,7558
476775,614,7,21/12/2014,0,0,0,0,0,0
620142,673,2,18/02/2014,615,1,1,0,0,6695
460092,83,1,10/06/2013,367,1,0,0,0,3631
169260,976,3,18/09/2013,598,1,0,0,0,5110
177084,637,6,06/04/2013,518,1,0,0,0,5084
645354,122,2,07/01/2014,714,1,1,0,0,7311
645737,898,1,24/11/2014,1013,1,1,0,0,10202
272578,1080,4,26/06/2014,710,1,0,0,0,6195
600374,291,1,30/03/2015,1290,1,1,0,0,11952
566038,24,4,03/01/2013,711,1,0,0,1,6189
381862,1096,7,18/08/2013,0,0,0,0,0,0
535335,637,5,30/05/2014,860,1,0,0,0,7348
499411,1002,2,02/06/2015,850,1,1,0,0,8038
625219,666,1,10/03/2014,497,1,0,0,0,4649
61823,1089,7,24/11/2013,0,0,0,0,0,0
653471,334,6,31/08/2013,515,1,0,0,0,4938
441789,300,6,30/08/2014,951,1,0,0,1,7608
155435,207,1,22/09/2014,1166,1,0,0,0,8380
226567,683,3,27/05/2015,854,1,0,0,0,6861
107330,1094,2,14/05/2013,394,1,1,0,0,5213
149417,700,4,09/07/2015,576,1,0,0,0,5107
191690,959,2,26/08/2014,744,1,0,0,0,5983
146544,766,7,22/06/2014,0,0,0,0,0,0
383603,1011,6,08/06/2013,977,1,0,0,0,7900
452941,570,5,13/12/2013,676,1,0,0,0,5711
629103,685,2,10/09/2013,689,1,1,0,0,7340
30258,158,3,16/04/2014,681,1,1,0,1,6868
219501,66,5,29/05/2015,522,1,0,0,1,5070
528607,76,2,30/07/2013,1080,1,1,0,0,9523
397525,572,3,16/10/2013,458,1,0,0,0,4316
314281,184,6,11/10/2014,510,1,0,0,0,4859
489418,1034,5,06/12/2013,775,1,1,0,0,7391
182776,559,7,11/08/2013,0,0,0,0,0,0
335928,862,2,23/12/2014,1561,1,0,0,1,11194
198358,171,2,11/11/2014,962,1,1,0,0,8857
400219,33,7,07/12/2014,0,0,0,0,0,0
427476,936,4,27/11/2014,963,1,1,0,0,8442
31892,948,2,18/02/2014,1682,1,1,0,0,12027
109374,371,6,04/05/2013,551,1,0,0,0,5321
385320,242,1,05/05/2014,378,1,1,0,0,4392
517169,133,5,17/01/2014,622,1,0,0,0,5650
369733,1031,1,15/12/2014,681,1,1,0,0,7505
71343,850,4,07/02/2013,710,1,1,0,0,6759
42363,860,5,05/06/2015,833,1,1,0,0,7798
612665,836,6,06/07/2013,301,1,0,0,0,2797
428563,965,6,30/11/2013,908,1,0,0,0,7371
610249,1096,1,26/01/2015,763,1,1,0,0,7743
669222,504,3,03/09/2014,836,1,1,0,1,8252
484348,230,1,30/12/2013,1327,1,0,0,1,9394
194089,826,1,02/12/2013,1170,1,1,0,0,11836
328888,975,2,30/07/2013,767,1,1,0,1,7678
485880,602,2,28/10/2014,547,1,0,0,1,4950
699868,953,5,19/09/2014,553,1,1,0,0,5804
265929,187,6,02/11/2013,491,1,0,0,0,4820
154648,792,5,18/10/2013,599,1,0,0,0,5278
376328,1035,4,27/11/2014,744,1,1,0,0,7163
530275,523,3,29/07/2015,1515,1,1,0,1,11689
441109,723,4,04/04/2013,461,1,0,0,1,4393
26050,1025,7,26/05/2013,0,0,0,0,0,0
247671,18,7,04/01/2015,0,0,0,0,0,0
615467,997,3,03/09/2014,378,1,1,0,1,4155
267972,400,6,05/10/2013,805,1,0,0,0,6719
22318,1047,2,09/07/2013,491,1,0,0,0,4427
430083,819,1,02/09/2013,472,1,0,0,0,4423
510014,668,1,02/06/2014,1562,1,1,0,0,13378
343803,585,4,22/01/2015,666,1,0,0,0,5461
85161,99,1,10/03/2014,404,1,0,0,0,3917
505852,965,6,22/11/2014,847,1,0,0,0,6897
266131,590,4,21/02/2013,376,1,1,0,0,4531
397091,709,2,02/06/2015,1682,1,1,0,0,12686
112013,58,7,20/10/2013,0,0,0,0,0,0
492019,409,7,09/02/2014,0,0,0,0,0,0
73240,850,6,04/04/2015,826,1,0,0,0,7156
203948,1058,3,06/03/2013,737,1,1,0,0,7170
603210,1067,7,13/04/2014,0,0,0,0,0,0
82813,777,1,21/04/2014,0,0,0,b,1,0
634511,155,3,21/05/2014,632,1,1,0,0,6540
28171,598,1,29/06/2015,871,1,1,0,0,8973
198571,493,2,01/07/2014,902,1,1,0,0,8764
70073,628,7,03/08/2014,0,0,0,0,1,0
551321,524,1,30/12/2013,1193,1,0,0,1,8476
509286,966,4,04/04/2013,585,1,0,0,1,5017
24413,1022,5,27/12/2013,791,1,0,0,1,6241
367168,380,3,05/03/2014,1720,1,1,0,0,15141
103724,132,3,14/01/2015,579,1,1,0,0,6044
704886,400,5,26/06/2015,999,1,0,0,0,8007
568270,988,4,29/08/2013,790,1,1,0,0,7536
627934,906,2,19/03/2013,1476,1,1,0,0,12700
520091,1028,2,05/11/2013,689,1,1,0,0,6834
505933,1100,6,23/03/2013,484,1,0,0,0,4687
67603,759,1,14/01/2013,607,1,0,0,0,5265
96570,223,1,27/10/2014,716,1,0,0,0,5989
696883,936,7,15/03/2015,0,0,0,0,0,0
216455,780,6,11/07/2015,341,1,0,0,0,3134
472114,259,5,28/11/2014,2677,1,1,0,0,15392
437836,131,6,09/11/2013,582,1,0,0,0,5661
467331,251,3,28/01/2015,2241,1,1,0,0,16594
423483,1079,6,17/01/2015,517,1,0,0,0,5194
533535,1003,3,05/03/2014,1029,1,1,0,0,8740
82465,980,4,05/09/2013,450,1,0,0,0,4216
245480,654,2,27/01/2015,766,1,1,0,0,7365
155723,966,4,25/07/2013,517,1,0,0,1,4479
167485,1020,1,22/09/2014,929,1,0,0,0,6952
574217,969,3,19/03/2014,610,1,1,0,0,5901
307718,1038,2,07/04/2015,490,1,0,0,1,4412
250666,516,3,09/07/2014,453,1,0,0,1,4328
233447,733,1,14/01/2013,3171,1,0,0,0,14065
9408,595,6,31/05/2014,1881,1,0,0,0,12647
532318,260,3,16/07/2014,962,1,1,0,1,8796
213221,768,6,02/02/2013,1251,1,0,0,0,10311
149118,940,1,14/01/2013,627,1,0,0,0,5294
643815,364,4,27/06/2013,563,1,0,0,0,5069
205464,506,3,22/07/2015,763,1,0,0,1,6175
172737,671,3,29/05/2013,507,1,1,0,1,5490
358803,300,6,24/01/2015,862,1,0,0,0,7368
432064,84,2,17/06/2014,1563,1,1,0,0,13009
243176,219,4,07/05/2015,455,1,1,0,0,4930
165487,934,5,22/03/2013,764,1,1,0,0,7256
206630,125,3,01/04/2015,1906,1,1,0,1,14833
380228,176,3,04/12/2013,757,1,1,0,0,7291
278339,223,2,26/11/2013,675,1,0,0,0,5599
125602,326,1,14/07/2014,429,1,1,0,0,5292
707930,339,2,27/08/2013,745,1,1,0,0,6925
647013,872,3,08/04/2015,659,1,0,0,1,5530
404917,579,7,23/11/2014,0,0,0,0,0,0
607690,974,5,28/02/2014,1599,1,0,0,0,11507
63394,979,7,12/04/2015,0,0,0,0,0,0
334403,880,3,04/06/2014,806,1,1,0,0,7563
440195,910,7,31/03/2013,0,0,0,0,0,0
87636,1084,6,04/07/2015,614,1,0,0,0,5546
189540,92,5,12/06/2015,453,1,0,0,0,4330
18218,14,6,20/06/2015,402,1,0,0,0,3858
396021,587,1,30/12/2013,960,1,0,0,1,7362
442052,230,4,24/10/2013,856,1,1,0,0,8015
397202,689,6,15/03/2014,589,1,0,0,0,5447
251121,599,1,13/05/2013,1096,1,1,0,0,10432
463013,596,7,22/12/2013,0,0,0,0,0,0
655331,576,1,11/03/2013,749,1,0,0,0,6114
327407,141,4,26/06/2014,493,1,0,0,0,4650
355157,751,1,21/04/2014,0,0,0,b,1,0
654124,877,5,01/03/2013,925,1,0,0,0,7768
602473,375,2,23/04/2013,948,1,1,0,0,8822
414480,230,1,08/12/2014,988,1,0,0,0,7489
574764,545,3,22/01/2014,1087,1,1,0,0,9554
136740,1022,1,04/03/2013,1093,1,1,0,0,10416
240843,597,3,20/08/2014,756,1,1,0,1,6900
130323,559,7,08/06/2014,0,0,0,0,0,0
688030,1024,6,18/07/2015,825,1,0,0,0,6661
43133,36,2,17/03/2015,1205,1,1,0,0,10162
172856,702,2,28/05/2013,351,1,1,0,1,3952
446048,623,7,10/02/2013,0,0,0,0,0,0
36534,105,4,17/10/2013,483,1,0,0,0,4513
612801,902,2,19/11/2013,648,1,1,0,0,6423
256750,11,6,11/04/2015,786,1,0,0,0,6671
623446,1039,5,28/06/2013,629,1,0,0,0,5577
63314,102,1,16/02/2015,1174,1,1,0,0,11080
238452,543,5,18/10/2013,175,1,0,0,1,1576
43919,827,4,02/01/2014,1910,1,0,0,1,13959
258378,110,3,08/10/2014,647,1,1,0,0,6588
59774,945,1,05/01/2015,698,1,1,0,1,7418
31637,582,3,12/03/2014,749,1,0,0,0,6117
673741,554,4,16/01/2014,428,1,0,0,0,4206
659942,486,2,08/07/2014,384,1,0,0,1,3859
349639,637,6,15/02/2014,520,1,0,0,0,5094
394865,806,5,31/01/2014,578,1,0,0,0,5223
255648,887,6,21/06/2014,462,1,0,0,0,4387
379128,374,6,04/04/2015,668,1,0,0,0,6520
540897,1025,5,04/01/2013,804,1,0,0,1,6502
662220,638,2,06/08/2013,431,1,0,0,1,4306
160268,123,6,09/05/2015,490,1,0,0,0,4824
654290,905,4,19/02/2015,1108,1,1,0,0,9515
599039,536,5,05/04/2013,989,1,0,0,1,8242
651027,763,7,01/02/2015,0,0,0,0,0,0
553569,191,6,10/08/2013,694,1,0,0,0,6372
271750,957,4,20/02/2014,948,1,1,0,0,8279
709864,268,4,04/06/2015,618,1,1,0,0,6337
300796,654,6,07/09/2013,266,1,0,0,0,2459
413674,612,6,07/09/2013,388,1,0,0,0,3686
8402,747,3,27/08/2014,567,1,0,0,1,5108
310059,656,6,18/05/2013,380,1,0,0,0,3552
319105,368,5,05/04/2013,592,1,0,0,1,5648
689752,959,3,18/09/2013,552,1,0,0,0,4730
516276,329,2,03/02/2015,708,1,1,0,0,7262
338342,97,3,22/07/2015,535,1,0,0,1,4813
666229,314,2,13/08/2013,661,1,1,0,1,7033
8353,463,7,11/01/2015,0,0,0,0,0,0
386012,258,1,20/05/2013,0,0,0,a,0,0
471619,283,3,13/11/2013,621,1,0,0,0,5270
612347,556,1,15/04/2013,754,1,0,0,0,6130
514445,388,5,24/01/2014,1211,1,1,0,0,10158
396179,67,3,03/09/2014,837,1,1,0,1,8388
590638,725,5,16/01/2015,677,1,1,0,0,6782
683448,219,4,06/06/2013,416,1,1,0,0,4615
218062,1077,2,10/02/2015,479,1,0,0,0,3963
706606,322,4,23/05/2013,589,1,0,0,0,5184
453487,814,3,20/02/2013,581,1,1,0,1,6220
240904,134,7,30/06/2013,0,0,0,0,0,0
326681,54,4,11/07/2013,657,1,0,0,0,5719
272937,662,5,26/04/2013,854,1,1,0,0,7989
11415,126,7,19/04/2015,0,0,0,0,0,0
436957,1001,6,30/11/2013,471,1,0,0,0,4512
171033,657,4,13/02/2014,598,1,0,0,0,5247
632521,590,4,14/03/2013,319,1,0,0,0,3330
179002,193,3,25/12/2013,0,0,0,c,1,0
345971,168,6,21/09/2013,465,1,0,0,0,4487
463457,16,1,22/07/2013,839,1,0,0,0,6564
674866,244,1,04/02/2013,738,1,1,0,0,7766
479231,545,7,08/02/2015,0,0,0,0,0,0
369184,1032,6,19/01/2013,492,1,0,0,0,4766
564608,290,5,31/05/2013,987,1,1,0,0,8593
421305,548,4,24/01/2013,335,1,1,0,0,4088
312789,733,1,04/08/2014,3508,1,1,0,1,15361
548456,654,4,06/06/2013,716,1,1,0,0,6957
195259,272,6,04/05/2013,377,1,0,0,0,3540
669573,1017,3,20/03/2013,1176,1,1,0,0,10022
599293,708,2,20/05/2014,462,1,1,0,0,5174
33900,819,4,08/01/2015,454,1,1,0,0,4647
74619,99,3,26/06/2013,372,1,0,0,0,3785
284898,982,2,10/12/2013,710,1,0,0,0,5878
402135,683,5,03/04/2015,0,0,1,b,1,0
447277,194,3,16/10/2013,373,1,0,0,0,3785
588164,853,2,30/06/2015,1201,1,1,0,0,11075
456931,53,1,28/04/2014,650,1,1,0,1,7399
221701,281,4,07/02/2013,508,1,1,0,0,5475
535271,101,2,02/09/2014,879,1,1,0,0,8476
171677,440,5,05/06/2015,769,1,1,0,1,7760
226127,994,2,18/03/2014,435,1,1,0,0,5139
414979,168,2,30/07/2013,930,1,1,0,1,8910
500051,48,7,27/10/2013,0,0,0,0,0,0
329177,652,6,15/02/2014,501,1,0,0,0,4793
541113,934,6,11/01/2014,474,1,0,0,0,4659
124681,223,6,29/03/2014,589,1,0,0,0,5633
284177,378,5,26/12/2014,0,0,0,c,1,0
90749,865,3,17/07/2013,624,1,1,0,0,6497
237894,466,5,31/01/2014,861,1,0,0,0,7262
506152,789,5,14/02/2014,546,1,0,0,0,4889
622882,61,7,07/06/2015,0,0,0,0,0,0
34430,765,4,19/12/2013,1068,1,1,0,0,9368
268594,673,1,23/02/2015,500,1,0,0,0,4649
368485,258,3,25/06/2014,444,1,0,0,0,4284
602478,740,3,08/10/2014,499,1,1,0,0,5487
202788,1080,1,16/09/2013,764,1,0,0,0,7110
675955,918,5,20/06/2014,661,1,1,0,0,6320
611958,857,6,22/06/2013,1004,1,0,0,0,7947
597571,837,1,01/07/2013,482,1,1,0,0,5366
317074,516,7,01/03/2015,0,0,0,0,0,0
380943,446,2,27/05/2014,505,1,0,0,0,4658
649251,835,4,30/05/2013,0,0,1,a,0,0
386136,140,7,03/02/2013,0,0,0,0,0,0
411910,207,3,14/08/2013,1584,1,1,0,0,12725
119756,961,4,29/01/2015,668,1,1,0,0,6368
251963,772,2,18/03/2014,507,1,1,0,0,5638
292719,1089,2,02/09/2014,1050,1,1,0,0,9558
77065,521,3,05/03/2014,421,1,1,0,0,4827
206967,823,5,17/01/2014,600,1,0,0,0,5194
521339,436,6,14/09/2013,426,1,0,0,0,4133
363365,483,7,09/03/2014,0,0,0,0,0,0
481077,215,2,25/03/2014,333,1,0,0,0,3329
711386,109,5,29/05/2015,802,1,0,0,0,7181
66970,858,1,16/12/2013,590,1,1,0,0,6687
435729,425,4,05/03/2015,501,1,1,0,0,5419
426284,357,5,24/07/2015,905,1,0,0,1,7336
435236,255,1,02/02/2015,575,1,1,0,0,6732
199039,798,6,07/02/2015,343,1,0,0,0,3142
99250,366,6,23/03/2013,304,1,0,0,0,2831
580140,534,2,07/04/2015,510,1,0,0,1,4656
254820,179,5,20/06/2014,1176,1,1,0,0,10107
155130,258,2,03/09/2013,464,1,0,0,1,4407
503682,693,5,29/08/2014,384,1,0,0,1,3726
288534,999,4,24/10/2013,685,1,1,0,1,6699
67050,834,6,19/04/2014,492,1,0,0,0,4759
174771,512,4,31/10/2013,1410,1,0,0,1,9468
442288,818,2,23/04/2013,662,1,1,0,0,6426
606734,534,6,12/10/2013,606,1,0,0,0,5609
431156,1084,2,17/12/2013,1099,1,1,0,0,8938
424121,34,2,10/03/2015,861,1,0,0,0,6776
557753,101,4,27/03/2014,686,1,0,0,0,5917
520831,187,1,02/03/2015,885,1,1,0,0,9200
376589,20,1,23/09/2013,1041,1,1,0,0,10560
7670,828,7,26/10/2014,0,0,0,0,0,0
303546,434,1,12/08/2013,823,1,1,0,1,9056
236740,738,1,04/05/2015,864,1,1,0,0,9153
145734,351,5,07/03/2014,569,1,1,0,0,5925
134420,1020,4,30/01/2014,905,1,0,0,0,6626
691699,86,7,11/08/2013,0,0,0,0,0,0
233889,266,3,17/06/2015,573,1,1,0,0,5983
653554,608,5,20/06/2014,1024,1,1,0,0,8845
481046,708,5,21/02/2014,493,1,1,0,1,5358
423103,734,3,05/02/2014,605,1,1,0,0,6310
693486,776,7,07/06/2015,0,0,0,0,0,0
90193,1060,2,09/04/2013,853,1,1,0,0,8059
119482,182,2,29/04/2014,507,1,1,0,0,6037
525167,542,3,16/01/2013,431,1,0,0,0,4229
239754,602,1,06/05/2013,610,1,0,0,0,5250
332806,101,4,07/11/2013,777,1,1,0,0,7796
142056,784,7,30/06/2013,0,0,0,0,0,0
673000,679,7,17/11/2013,0,0,0,0,0,0
567353,535,4,14/08/2014,793,1,0,0,1,6362
696641,844,4,06/02/2014,516,1,1,0,0,5442
628766,595,7,24/05/2015,0,0,0,0,0,0
544695,25,6,30/03/2013,1831,1,0,0,0,12454
652921,416,3,03/12/2014,1819,1,1,0,0,14089
436682,539,4,22/01/2015,966,1,0,0,0,7420
158580,77,3,28/08/2013,642,1,1,0,0,6573
184394,641,2,09/07/2013,493,1,0,0,0,4613
523534,445,6,10/01/2015,1201,1,0,0,0,9521
133026,318,5,03/05/2013,822,1,1,0,0,7805
296285,394,3,13/11/2013,539,1,0,0,0,4873
14477,761,5,07/02/2014,1014,1,1,0,1,9236
130799,706,2,28/07/2015,578,1,1,0,0,6405
17306,41,5,28/02/2014,433,1,0,0,0,4187
617975,894,1,07/07/2014,958,1,0,0,1,6958
668657,169,6,03/05/2014,801,1,0,0,0,7012
460228,1012,1,09/06/2014,0,0,0,a,0,0
26534,310,4,29/08/2013,868,1,1,0,0,8045
8504,1003,3,22/01/2014,847,1,1,0,0,7719
253700,970,3,28/08/2013,429,1,1,0,0,4826
586553,239,5,27/09/2013,627,1,1,0,0,6404
463307,998,1,16/03/2015,647,1,1,0,0,7013
245670,278,5,14/06/2013,692,1,0,0,0,6246
291128,49,2,26/05/2015,539,1,0,0,1,5080
615053,603,3,28/08/2013,0,0,1,0,1,0
263461,658,2,30/04/2013,824,1,1,0,0,7829
42414,1072,3,06/02/2013,786,1,1,0,0,7489
527688,1028,2,22/10/2013,587,1,1,0,1,6036
697845,288,4,18/06/2015,489,1,1,0,0,5287
28136,111,1,30/03/2015,838,1,1,0,1,8972
245444,581,2,14/07/2015,703,1,1,0,0,7193
394116,979,7,12/05/2013,0,0,0,0,0,0
601504,644,7,22/02/2015,0,0,0,0,0,0
349857,589,1,03/06/2013,577,1,1,0,0,6633
658989,295,2,25/02/2014,619,1,0,0,0,5249
73913,388,1,18/02/2013,1586,1,1,0,0,14378
579219,9,6,04/10/2014,621,1,0,0,0,5878
628094,445,4,29/08/2013,1381,1,1,0,1,11062
430442,204,4,05/09/2013,445,1,0,0,1,4370
694123,296,1,06/10/2014,1011,1,1,0,0,10199
637678,497,7,24/05/2015,0,0,0,0,0,0
697006,481,1,18/02/2013,523,1,1,0,0,6160
174454,1100,6,06/12/2014,569,1,0,0,0,5353
290329,588,6,14/12/2013,614,1,0,0,0,5569
79977,290,2,07/01/2014,918,1,1,0,1,8883
561228,1107,4,28/05/2015,635,1,0,0,1,5338
645402,1019,6,25/01/2014,820,1,0,0,0,6665
187053,945,5,17/01/2014,545,1,0,0,0,4945
545699,770,7,26/10/2014,0,0,0,0,0,0
101633,1041,4,15/08/2013,0,0,1,a,1,0
281213,433,3,31/07/2013,898,1,1,0,1,8372
303302,190,2,19/11/2013,738,1,1,0,0,7302
358148,843,3,29/07/2015,962,1,1,0,1,8845
686634,937,3,27/03/2013,689,1,1,0,1,6733
66159,333,7,09/06/2013,0,0,0,0,0,0
668588,302,3,01/10/2014,337,1,1,0,0,3602
402857,329,7,29/03/2015,0,0,0,0,0,0
354382,1034,6,08/11/2014,290,1,0,0,0,2586
12107,734,6,10/01/2015,289,1,0,0,0,2571
469435,892,4,10/10/2013,861,1,1,0,0,7940
500089,96,4,04/04/2013,532,1,0,0,1,4785
290988,578,2,23/06/2015,762,1,0,0,0,6141
178794,593,3,09/04/2014,1035,1,0,0,0,7674
624708,958,2,06/05/2014,595,1,1,0,0,6011
677489,944,5,05/09/2014,1135,1,1,0,1,9863
298677,524,5,15/11/2013,913,1,0,0,0,8031
703190,311,1,23/12/2013,1049,1,0,0,1,7653
130811,501,3,18/02/2015,615,1,1,0,1,6467
110239,1039,3,31/07/2013,1233,1,1,0,1,10305
624648,511,1,14/07/2014,863,1,1,0,0,9195
217090,58,4,30/07/2015,594,1,1,0,0,6174
110364,963,5,24/07/2015,717,1,0,0,1,6028
678970,860,4,23/01/2014,638,1,1,0,0,6089
418148,114,1,08/06/2015,515,1,0,0,0,4664
445220,20,3,13/02/2013,753,1,0,0,1,6230
126944,33,4,20/06/2013,743,1,1,0,0,7334
349411,255,2,19/02/2013,621,1,1,0,0,6578
630781,458,7,21/09/2014,0,0,0,0,0,0
463948,963,6,24/08/2013,354,1,0,0,0,3343
452373,167,7,07/06/2015,0,0,0,0,0,0
324245,849,6,18/04/2015,861,1,0,0,0,7453
222694,208,7,29/06/2014,0,0,0,0,0,0
48646,85,6,09/11/2013,687,1,0,0,0,6357
626354,341,7,03/08/2014,0,0,0,0,0,0
651600,841,5,13/03/2015,425,1,0,0,0,3887
85679,234,3,27/11/2013,787,1,0,0,0,6264
183869,333,7,12/10/2014,0,0,0,0,0,0
283159,78,7,14/04/2013,0,0,0,0,0,0
634703,764,7,12/01/2014,0,0,0,0,0,0
